SK_ID_CURR,TARGET_app
400854,0
422646,1
136773,0
137308,0
265277,0
285440,0
334405,0
154012,0
440716,0
341460,0
158597,0
211603,0
213523,0
109395,0
231803,0
258919,0
311000,0
192958,0
355087,0
267882,0
302526,1
135805,0
395720,0
300588,0
126032,0
302500,0
394185,0
315307,0
163640,0
176762,0
329295,0
440020,0
284728,0
213659,0
381354,0
358870,0
445488,0
317510,0
314362,0
389184,0
102572,0
266604,0
308548,0
280392,0
360522,0
336346,0
353977,0
423816,0
224816,0
255808,0
145647,0
107525,0
212822,0
262500,0
137563,0
385625,0
412787,0
381080,0
400103,0
375173,0
145969,0
231896,0
166426,0
242719,0
444033,0
367348,0
351016,0
400384,0
269802,1
302803,0
352526,0
325358,0
163600,1
144546,0
163734,0
353360,0
430335,0
179509,0
169211,0
363206,0
115105,0
416746,0
451547,0
369217,0
139602,0
404947,0
452164,0
326163,1
425779,0
138088,0
388623,0
220008,0
207212,0
384397,0
180463,0
254021,0
365907,0
280416,0
351221,0
454916,0
305711,0
422912,0
441245,0
412084,0
322694,0
428639,0
295135,0
340379,0
219485,0
257077,0
282851,0
220162,0
292396,0
364491,1
377806,0
288229,1
100325,0
101803,1
280149,0
190055,0
126411,0
423002,0
375159,0
256999,0
287198,0
154390,0
332073,1
359495,0
313414,0
179792,0
224035,0
239589,1
132416,0
224073,0
440938,0
281561,0
413391,0
426508,0
444617,1
118682,0
159505,0
269810,0
116164,0
303826,0
190426,1
358133,1
345804,0
410287,0
395726,0
390712,1
372661,0
150546,0
212538,0
289781,0
371750,0
138049,0
443774,1
434094,0
254194,0
274513,0
140231,0
292782,0
123824,0
175430,0
346902,0
272995,0
311454,0
309852,0
253150,0
143063,0
164464,0
197821,0
308156,0
170295,0
376868,0
447800,0
184182,0
185774,0
106521,0
109827,1
210277,0
381066,0
438854,0
189140,1
188093,0
369172,0
240918,0
240499,0
107829,0
385866,0
380331,0
100743,0
287700,0
434778,0
313032,0
406696,0
336679,0
444766,0
254062,0
135939,0
252338,0
439298,0
195861,0
222697,0
369603,0
259978,0
281434,0
206846,0
203964,0
125022,0
210015,0
356368,0
191344,0
355659,0
436992,0
171804,0
429203,0
146572,0
288359,0
215834,0
454506,1
396950,0
325892,0
270487,0
369496,0
268750,0
340437,0
428066,0
243688,0
219907,0
229367,0
285524,0
351854,0
264754,0
261510,0
390986,0
191197,0
288488,0
335869,0
450900,0
302649,0
111363,0
332022,0
108638,0
308655,0
302155,0
435304,0
390127,1
314885,0
183889,0
398629,0
428539,0
333327,0
393792,0
179027,0
385264,0
138484,0
309691,0
367839,0
283385,0
313766,1
283128,0
393023,0
393028,0
455216,0
338230,0
227410,0
115755,0
263534,0
187054,0
148344,0
291455,0
361395,1
121297,0
299020,0
235465,0
407504,0
221473,1
217720,0
361275,0
304652,0
369077,0
183194,0
146948,0
352636,0
142197,0
339508,0
150777,0
304766,0
173264,0
404025,0
181725,0
198544,0
268555,0
198898,0
155949,0
317742,0
271374,0
329396,0
323519,1
427029,0
218739,0
380559,0
422126,1
421031,0
297459,0
284133,0
119190,0
449296,0
379075,0
412581,0
380185,0
227965,1
213483,0
124384,0
154453,0
197239,0
217365,0
111953,0
157971,1
144914,0
191913,0
371003,0
336977,0
159755,0
289088,0
121941,0
274824,0
328234,0
155398,0
443877,0
409047,0
195977,0
226134,0
437173,0
212787,0
324482,0
111789,0
346017,0
255673,0
444487,0
132056,0
413500,0
246962,0
280269,0
222495,1
162789,0
171063,0
269947,0
115947,0
244060,1
338571,0
193940,0
310565,1
252421,0
137410,0
334174,0
414718,0
139618,0
254616,0
140806,0
127612,0
314784,0
194975,0
112048,0
284911,0
398194,0
273727,0
245000,0
401202,0
371712,0
350876,0
433257,0
344906,0
453139,1
285913,0
179546,0
321179,0
451382,0
382753,0
338496,0
342292,0
182040,0
377813,0
345409,0
262883,0
133822,0
198456,0
169871,0
229974,0
415950,0
121373,0
224356,0
274726,0
439838,0
318794,0
267477,0
281210,1
154656,0
101628,0
357932,1
332586,0
260001,0
208633,0
181272,0
315941,0
361461,0
393387,0
172047,0
143222,0
297254,0
188895,0
317620,1
151714,0
125659,0
342058,0
305124,0
379160,0
337845,0
202696,0
268311,0
187396,0
428511,0
393845,0
439185,0
288421,0
152813,0
113330,0
123402,0
262612,0
325945,0
286798,0
140863,0
281382,0
296446,0
405259,0
395554,0
452470,0
339066,0
316340,0
286319,0
400647,1
169177,0
156848,0
401308,0
115922,0
211055,0
295463,0
123127,0
453388,0
384739,0
349773,0
387640,0
383576,0
133656,0
260332,1
425622,0
294382,0
312853,0
360620,0
106156,0
372332,0
194221,0
437809,0
419886,0
253656,0
296407,1
231348,0
296602,0
214775,0
123424,0
152999,0
250463,0
239684,0
318695,0
121617,0
305155,0
142410,0
413445,0
326765,1
242672,0
262050,0
325537,0
363554,0
343281,0
136228,1
123901,0
341253,0
207605,0
112328,0
142896,0
193173,1
249806,0
195431,1
159412,0
454656,0
398309,0
378198,1
295399,0
236363,0
246066,0
146189,0
352673,0
153592,1
132735,0
344987,0
284219,0
135539,0
369774,0
376251,0
241993,0
387107,0
455106,0
371406,0
328392,0
437048,0
336164,0
155148,0
403133,0
271618,0
242413,0
447048,0
433379,0
141169,1
299216,0
374722,0
235613,0
274335,0
212724,0
419919,0
192288,0
302091,0
418799,0
451752,0
193241,0
146050,0
424815,0
312592,0
350635,0
194518,0
279976,0
451300,0
267395,0
104939,0
115994,1
227185,0
374952,0
436709,0
368801,0
383905,0
339907,0
236417,0
190150,0
305888,1
171002,0
338111,0
392008,0
279671,0
240037,0
257874,0
176973,0
334012,0
402373,0
306126,0
103910,0
403309,0
160889,1
357986,0
326607,0
392600,0
283281,0
273268,0
269068,0
107060,0
202577,0
301720,0
107133,0
444011,0
192078,0
134559,0
203138,0
389155,0
121910,0
304302,0
247256,0
357624,0
100679,0
403435,0
190651,0
160223,0
208896,0
233191,0
426269,0
270261,0
329316,0
110514,1
445255,0
332744,0
451537,0
196875,0
197200,0
304281,0
168533,0
234049,1
259338,0
410503,0
214633,0
445460,0
396027,0
221637,0
270694,0
359832,0
122917,0
400544,0
257754,0
163415,0
355279,0
233716,0
437612,0
326691,0
438199,0
309959,0
288159,0
389146,0
156446,0
365495,0
303576,0
423470,0
159104,0
194832,0
297894,0
199651,0
239112,0
280244,0
221786,0
303837,0
180863,0
336045,0
416219,0
198203,0
103156,0
202662,0
229999,0
234155,0
346450,0
267215,0
338666,0
454428,0
137353,0
353010,0
408815,0
375269,0
381106,0
448528,0
445964,1
330668,0
257417,0
128829,0
332280,0
249409,0
387344,0
415945,1
204360,0
235996,0
138966,0
283068,0
177111,1
271098,0
166758,0
191565,0
455247,0
289516,0
349568,0
155861,0
222368,0
362647,0
250615,0
288161,0
212615,0
184180,0
312784,0
226529,0
246471,0
152782,0
405578,0
451425,0
412578,0
245832,1
411955,0
233964,0
450386,0
237978,0
250827,0
162795,0
442824,0
256143,0
125881,0
230548,0
300449,0
297045,0
213735,0
376474,0
203768,0
136822,0
120550,0
453167,0
426359,0
342552,0
417248,0
331812,0
452314,0
222951,0
288501,0
143578,0
158646,0
146454,0
121043,0
181273,0
157113,1
345006,0
309433,1
220306,0
189795,0
106474,0
418083,0
297006,0
334785,0
298957,0
356203,0
256154,0
446424,0
446977,0
331317,0
227469,1
300846,0
275821,0
168583,0
401640,0
327934,0
326358,0
423362,0
254963,0
236166,0
129293,0
146645,0
113987,0
363070,0
151156,0
266733,0
249791,0
271127,1
412048,0
380532,0
215549,0
294769,0
423428,0
340802,0
397125,0
414518,0
213943,0
182586,0
126308,0
382177,0
147355,1
348390,0
412567,0
338519,0
309233,0
141203,0
292163,0
242866,0
269603,0
266696,0
455657,0
342822,0
147388,0
389719,0
167913,0
103238,0
309686,0
396758,0
197962,0
102392,1
228137,0
456241,0
354594,0
221983,0
449355,0
433834,0
107557,0
346231,0
168182,0
294743,0
142679,0
260111,0
202174,0
257625,0
253460,0
371990,1
210904,0
138148,0
301075,0
418883,0
372296,0
406612,0
423604,0
356661,0
391514,0
264063,1
387985,0
276103,0
398192,0
293641,0
231988,0
447576,0
366730,0
383484,0
153404,0
417639,0
332162,1
399354,0
386854,0
247630,1
369590,0
393131,0
226282,0
138412,0
149519,0
369011,0
309707,0
202162,0
156115,0
213253,0
278688,0
401724,1
339116,0
148134,0
152634,0
338241,0
274429,0
208519,0
233715,0
190607,0
316471,0
424740,0
124005,1
271571,0
185466,0
328410,0
336934,0
141216,0
403152,0
158627,0
341643,0
347622,0
388952,0
133529,1
426900,0
105603,0
240805,0
126065,0
232188,1
258019,0
433212,0
389998,0
439293,0
445188,0
431118,1
101229,0
390784,0
303862,0
401437,0
114877,0
434976,0
156410,0
345961,0
303529,0
163962,1
246781,0
224201,1
387427,0
125241,0
236444,0
196095,0
358893,0
408079,0
335582,0
343531,0
210386,0
367976,0
246364,0
451320,0
277784,0
256448,0
375533,0
127915,0
409038,0
399235,0
409740,1
240602,0
394819,0
363447,0
343258,0
319912,0
171162,0
283263,0
168466,0
101515,1
207097,0
186053,0
159713,0
445916,0
310751,0
182945,0
236097,0
204643,0
415129,1
239412,0
339238,0
368684,0
211287,0
146575,0
438114,0
121444,0
251039,0
184727,0
317880,0
315286,0
343358,0
326840,0
330507,0
204731,0
407548,0
328626,0
231823,0
136387,0
118156,0
279491,0
342368,0
141722,0
164126,0
226907,0
247494,0
433235,0
217351,0
415630,0
401720,0
294895,0
259330,0
127579,1
313775,0
130912,0
155146,0
405847,0
251129,0
128496,0
373704,0
136237,1
255888,0
407757,0
304316,0
244641,0
360101,0
448088,0
107970,0
289034,1
298918,0
129572,0
241644,0
107206,0
242374,0
453312,0
439201,0
282942,0
217062,0
401176,0
130846,0
165409,0
268927,0
330598,0
378443,0
304709,0
233523,0
179454,0
119779,0
114348,0
130036,0
240604,0
264388,0
447617,0
346151,0
430001,0
452234,0
182096,0
143401,0
198853,0
252978,0
104813,0
452760,0
253005,0
446338,1
144974,0
149082,0
315313,0
288827,0
404013,0
192612,0
256726,0
387435,0
333736,0
147314,0
232089,0
307402,0
236116,0
126813,0
213860,0
101088,0
323775,0
111341,0
284615,1
310346,0
311053,0
314081,0
123705,0
149794,0
294575,0
102775,0
455290,1
129264,0
200683,0
250207,0
136332,0
333029,0
308046,0
444726,1
238740,1
196516,0
307460,0
200279,0
262403,0
192774,0
375570,0
404113,0
187975,0
210787,0
181302,0
321479,0
409690,0
251866,0
158654,0
364863,0
132199,0
187416,0
145699,0
165319,0
252805,0
268415,0
416547,0
366151,0
436907,0
254539,0
116769,1
304803,0
323906,0
235684,0
245530,0
146609,0
272849,1
377817,0
382937,0
106829,0
191572,0
408512,0
370750,0
250117,0
144462,0
222455,1
